MovieName,Neg,Pos,Time
大闹天竺,1,10,2016-09-08
大闹天竺,16,109,2016-08-15
大闹天竺,0,12,2016-09-22
大闹天竺,41,359,2016-08-19
大闹天竺,7,58,2016-09-01
大闹天竺,12,113,2016-08-23
大闹天竺,1,15,2016-09-07
大闹天竺,0,3,2016-10-26
大闹天竺,4,11,2016-10-25
大闹天竺,4,16,2016-10-24
大闹天竺,3,5,2016-10-23
大闹天竺,3,27,2016-08-28
大闹天竺,0,11,2016-08-14
大闹天竺,2,22,2016-09-15
大闹天竺,10,75,2016-08-24
大闹天竺,30,196,2016-08-20
大闹天竺,1,2,2016-11-22
大闹天竺,0,5,2016-11-21
大闹天竺,1,2,2016-11-20
大闹天竺,1,3,2016-11-12
大闹天竺,1,9,2016-11-09
大闹天竺,0,6,2016-11-08
大闹天竺,0,5,2016-11-06
大闹天竺,0,5,2016-11-05
大闹天竺,1,4,2016-11-04
大闹天竺,1,4,2016-11-03
大闹天竺,0,1,2016-11-02
大闹天竺,1,7,2016-11-01
大闹天竺,2,1,2016-10-31
大闹天竺,1,2,2016-10-30
大闹天竺,0,2,2016-10-29
大闹天竺,0,3,2016-10-28
大闹天竺,2,7,2016-10-21
大闹天竺,2,12,2016-10-20
大闹天竺,6,27,2016-10-18
大闹天竺,1,11,2016-10-17
大闹天竺,0,6,2016-10-16
大闹天竺,0,5,2016-10-15
大闹天竺,2,6,2016-10-14
大闹天竺,0,3,2016-10-13
大闹天竺,1,8,2016-10-12
大闹天竺,1,15,2016-10-11
大闹天竺,6,15,2016-10-10
大闹天竺,0,1,2016-10-07
大闹天竺,1,0,2016-10-04
大闹天竺,0,5,2016-10-03
大闹天竺,2,6,2016-10-02
大闹天竺,1,8,2016-09-27
大闹天竺,1,5,2016-09-26
大闹天竺,0,7,2016-11-23
大闹天竺,4,40,2016-08-27
大闹天竺,0,4,2016-11-19
大闹天竺,1,2,2016-11-18
大闹天竺,1,3,2016-11-16
大闹天竺,3,4,2016-11-15
大闹天竺,1,5,2016-11-14
大闹天竺,0,0,2016-11-10
大闹天竺,1,5,2016-11-07
大闹天竺,0,1,2016-11-13
大闹天竺,1,9,2016-10-01
大闹天竺,1,5,2016-09-29
大闹天竺,0,6,2016-09-28
大闹天竺,0,9,2016-09-25
大闹天竺,0,9,2016-09-23
大闹天竺,0,14,2016-09-16
大闹天竺,5,13,2016-09-06
大闹天竺,2,11,2016-09-03
大闹天竺,5,26,2016-09-02
大闹天竺,4,29,2016-10-19
大闹天竺,7,22,2016-09-18
大闹天竺,7,11,2016-09-17
大闹天竺,0,16,2016-09-13
大闹天竺,2,7,2016-09-10
大闹天竺,2,12,2016-09-09
大闹天竺,0,17,2016-09-04
大闹天竺,7,54,2016-08-25
大闹天竺,1,2,2016-11-17
大闹天竺,0,2,2016-11-11
大闹天竺,1,2,2016-10-09
大闹天竺,1,2,2016-10-08
大闹天竺,1,7,2016-10-06
大闹天竺,0,3,2016-10-05
大闹天竺,3,5,2016-09-30
大闹天竺,1,12,2016-09-24
大闹天竺,2,6,2016-09-12
大闹天竺,0,4,2016-09-11
大闹天竺,2,15,2016-09-05
大闹天竺,1,13,2016-08-31
大闹天竺,4,24,2016-08-30
大闹天竺,1,32,2016-08-29
大闹天竺,1,0,2016-08-11
大闹天竺,0,1,2016-08-01
大闹天竺,0,0,2016-03-21
大闹天竺,0,1,2016-11-24
大闹天竺,0,1,2016-11-25
大闹天竺,0,1,2016-12-06
大闹天竺,0,1,2017-01-26
大闹天竺,1,3,2017-01-28
大闹天竺,1,4,2017-01-29
大闹天竺,0,1,2017-02-13
大闹天竺,64,267,2017-02-04
大闹天竺,1,2,2017-01-30
大闹天竺,40,124,2017-02-08
大闹天竺,0,1,2017-08-05
大闹天竺,1,1,2017-08-04
大闹天竺,1,3,2017-08-03
大闹天竺,0,1,2017-08-02
大闹天竺,0,2,2017-08-01
大闹天竺,0,1,2017-04-02
大闹天竺,2,6,2017-04-01
大闹天竺,18,61,2017-02-09
大闹天竺,36,130,2017-02-07
大闹天竺,58,175,2017-02-06
大闹天竺,73,243,2017-02-05
大闹天竺,93,297,2017-02-03
大闹天竺,124,424,2017-02-02
大闹天竺,162,468,2017-02-01
大闹天竺,45,167,2017-01-31
嫌疑人X的献身,0,1,2017-04-01
嫌疑人X的献身,291,856,2017-04-02
嫌疑人X的献身,1,1,2017-03-28
嫌疑人X的献身,0,1,2017-03-27
嫌疑人X的献身,424,1202,2017-04-03
嫌疑人X的献身,109,316,2017-04-05
嫌疑人X的献身,251,761,2017-04-04
嫌疑人X的献身,57,192,2017-04-07
嫌疑人X的献身,20,90,2017-04-15
嫌疑人X的献身,68,226,2017-04-06
嫌疑人X的献身,152,440,2017-04-09
嫌疑人X的献身,37,110,2017-06-18
嫌疑人X的献身,79,242,2017-04-10
嫌疑人X的献身,1,1,2017-07-28
嫌疑人X的献身,3,7,2017-07-27
嫌疑人X的献身,0,5,2017-07-26
嫌疑人X的献身,3,3,2017-07-25
嫌疑人X的献身,2,8,2017-07-24
嫌疑人X的献身,2,6,2017-07-23
嫌疑人X的献身,0,7,2017-07-22
嫌疑人X的献身,1,3,2017-07-21
嫌疑人X的献身,1,3,2017-07-20
嫌疑人X的献身,0,4,2017-07-19
嫌疑人X的献身,1,4,2017-07-18
嫌疑人X的献身,5,2,2017-07-17
嫌疑人X的献身,0,7,2017-07-16
嫌疑人X的献身,2,1,2017-07-15
嫌疑人X的献身,3,2,2017-07-14
嫌疑人X的献身,1,4,2017-07-13
嫌疑人X的献身,2,7,2017-07-12
嫌疑人X的献身,1,5,2017-07-11
嫌疑人X的献身,4,4,2017-07-10
嫌疑人X的献身,6,7,2017-07-09
嫌疑人X的献身,5,12,2017-07-08
嫌疑人X的献身,2,6,2017-07-07
嫌疑人X的献身,5,8,2017-07-06
嫌疑人X的献身,1,12,2017-07-05
嫌疑人X的献身,0,7,2017-07-04
嫌疑人X的献身,4,8,2017-07-03
嫌疑人X的献身,5,16,2017-07-02
嫌疑人X的献身,10,14,2017-07-01
嫌疑人X的献身,0,15,2017-06-30
嫌疑人X的献身,2,10,2017-06-29
嫌疑人X的献身,3,9,2017-06-28
嫌疑人X的献身,10,19,2017-06-27
嫌疑人X的献身,9,22,2017-06-26
嫌疑人X的献身,17,21,2017-06-25
嫌疑人X的献身,67,229,2017-04-08
嫌疑人X的献身,26,55,2017-06-20
嫌疑人X的献身,1,11,2017-04-25
嫌疑人X的献身,2,8,2017-08-07
嫌疑人X的献身,15,41,2017-06-22
嫌疑人X的献身,0,5,2017-08-04
嫌疑人X的献身,40,101,2017-04-14
嫌疑人X的献身,49,148,2017-04-13
嫌疑人X的献身,1,2,2017-06-04
嫌疑人X的献身,4,14,2017-04-29
嫌疑人X的献身,8,32,2017-04-22
嫌疑人X的献身,29,83,2017-04-16
嫌疑人X的献身,2,7,2017-05-07
嫌疑人X的献身,3,9,2017-08-02
嫌疑人X的献身,3,6,2017-07-30
嫌疑人X的献身,21,33,2017-06-21
嫌疑人X的献身,11,47,2017-04-17
嫌疑人X的献身,66,195,2017-04-11
嫌疑人X的献身,2,5,2017-05-14
嫌疑人X的献身,7,21,2017-04-24
嫌疑人X的献身,9,44,2017-04-19
嫌疑人X的献身,35,69,2017-06-19
嫌疑人X的献身,1,2,2017-06-09
嫌疑人X的献身,0,2,2017-05-31
嫌疑人X的献身,0,6,2017-05-22
嫌疑人X的献身,2,3,2017-05-29
嫌疑人X的献身,61,180,2017-04-12
嫌疑人X的献身,3,7,2017-08-01
嫌疑人X的献身,5,24,2017-06-24
嫌疑人X的献身,1,3,2017-06-02
嫌疑人X的献身,1,1,2017-05-25
嫌疑人X的献身,7,15,2017-04-26
嫌疑人X的献身,1,6,2017-08-06
嫌疑人X的献身,8,31,2017-06-23
嫌疑人X的献身,0,9,2017-05-05
嫌疑人X的献身,3,12,2017-05-03
嫌疑人X的献身,3,10,2017-05-02
嫌疑人X的献身,3,17,2017-05-01
嫌疑人X的献身,4,14,2017-04-30
嫌疑人X的献身,3,17,2017-04-28
嫌疑人X的献身,1,3,2017-05-21
嫌疑人X的献身,0,5,2017-05-19
嫌疑人X的献身,0,2,2017-05-15
嫌疑人X的献身,1,5,2017-05-10
嫌疑人X的献身,1,3,2017-05-06
嫌疑人X的献身,11,54,2017-04-18
嫌疑人X的献身,1,4,2017-08-05
嫌疑人X的献身,3,8,2017-05-18
嫌疑人X的献身,0,6,2017-05-08
嫌疑人X的献身,2,13,2017-04-27
嫌疑人X的献身,8,30,2017-04-21
嫌疑人X的献身,1,1,2017-06-15
嫌疑人X的献身,0,3,2017-06-14
嫌疑人X的献身,1,1,2017-06-13
嫌疑人X的献身,0,2,2017-06-12
嫌疑人X的献身,0,3,2017-05-26
嫌疑人X的献身,0,3,2017-05-20
嫌疑人X的献身,2,6,2017-05-16
嫌疑人X的献身,0,4,2017-05-13
嫌疑人X的献身,2,8,2017-05-04
嫌疑人X的献身,6,11,2017-04-23
嫌疑人X的献身,0,2,2017-08-08
嫌疑人X的献身,4,4,2017-08-03
嫌疑人X的献身,1,2,2017-06-17
嫌疑人X的献身,1,3,2017-06-11
嫌疑人X的献身,2,2,2017-06-03
嫌疑人X的献身,0,3,2017-05-27
嫌疑人X的献身,1,4,2017-05-23
嫌疑人X的献身,0,2,2017-05-17
嫌疑人X的献身,0,2,2017-05-09
嫌疑人X的献身,1,4,2017-07-31
嫌疑人X的献身,2,4,2017-07-29
嫌疑人X的献身,1,1,2017-06-16
嫌疑人X的献身,0,2,2017-06-10
嫌疑人X的献身,0,0,2017-06-08
嫌疑人X的献身,1,2,2017-06-07
嫌疑人X的献身,0,1,2017-06-06
嫌疑人X的献身,0,1,2017-06-05
嫌疑人X的献身,0,2,2017-06-01
嫌疑人X的献身,0,6,2017-05-30
嫌疑人X的献身,1,3,2017-05-28
嫌疑人X的献身,0,2,2017-05-24
嫌疑人X的献身,0,2,2017-05-12
嫌疑人X的献身,2,1,2017-05-11
嫌疑人X的献身,4,28,2017-04-20
建军大业,0,1,2017-01-26
建军大业,0,1,2016-11-26
建军大业,0,1,2017-01-27
建军大业,0,1,2017-02-12
建军大业,0,1,2017-02-02
建军大业,0,1,2017-07-15
建军大业,0,1,2017-07-16
建军大业,0,1,2017-06-12
建军大业,0,1,2017-07-24
建军大业,219,1141,2017-07-31
建军大业,0,1,2017-07-29
建军大业,172,999,2017-07-30
建军大业,113,666,2017-08-05
建军大业,61,321,2017-08-07
建军大业,288,1206,2017-08-01
建军大业,86,430,2017-08-06
建军大业,154,719,2017-08-04
建军大业,110,555,2017-08-03
建军大业,201,947,2017-08-02
建军大业,26,135,2017-08-08
京城81号Ⅱ,1,4,2016-04-03
京城81号Ⅱ,0,2,2016-03-18
京城81号Ⅱ,0,1,2016-02-20
京城81号Ⅱ,0,1,2016-04-02
京城81号Ⅱ,1,1,2015-10-20
京城81号Ⅱ,0,2,2015-10-13
京城81号Ⅱ,0,1,2015-12-04
京城81号Ⅱ,0,1,2016-01-21
京城81号Ⅱ,0,1,2016-02-27
京城81号Ⅱ,0,1,2015-11-13
京城81号Ⅱ,1,0,2015-09-15
京城81号Ⅱ,0,1,2015-08-16
京城81号Ⅱ,0,0,2015-12-20
京城81号Ⅱ,1,1,2015-10-12
京城81号Ⅱ,0,1,2015-08-22
京城81号Ⅱ,0,7,2015-11-28
京城81号Ⅱ,2,1,2016-04-19
京城81号Ⅱ,0,0,2015-12-03
京城81号Ⅱ,0,1,2015-12-06
京城81号Ⅱ,0,1,2016-01-06
京城81号Ⅱ,0,1,2016-03-12
京城81号Ⅱ,0,1,2015-12-14
京城81号Ⅱ,0,1,2015-12-12
京城81号Ⅱ,0,0,2016-04-12
京城81号Ⅱ,2,2,2016-04-13
京城81号Ⅱ,0,1,2016-02-16
京城81号Ⅱ,0,1,2016-04-11
京城81号Ⅱ,0,0,2016-04-16
京城81号Ⅱ,0,1,2015-12-21
京城81号Ⅱ,0,2,2015-12-16
京城81号Ⅱ,0,1,2016-04-24
京城81号Ⅱ,0,0,2016-04-04
京城81号Ⅱ,0,0,2015-04-26
京城81号Ⅱ,0,1,2014-07-02
京城81号Ⅱ,0,1,2015-07-30
京城81号Ⅱ,0,1,2015-07-20
京城81号Ⅱ,0,2,2015-11-14
京城81号Ⅱ,0,0,2015-11-15
京城81号Ⅱ,1,1,2016-03-17
京城81号Ⅱ,0,4,2016-04-17
京城81号Ⅱ,0,1,2016-02-04
京城81号Ⅱ,0,1,2016-03-06
京城81号Ⅱ,0,1,2016-02-05
京城81号Ⅱ,2,0,2015-10-14
京城81号Ⅱ,0,1,2015-08-17
京城81号Ⅱ,1,0,2015-10-17
京城81号Ⅱ,0,1,2015-10-22
京城81号Ⅱ,0,1,2015-08-12
京城81号Ⅱ,0,1,2015-10-24
京城81号Ⅱ,0,1,2015-10-25
京城81号Ⅱ,0,1,2015-11-29
京城81号Ⅱ,1,0,2015-10-21
京城81号Ⅱ,0,1,2016-03-21
京城81号Ⅱ,0,1,2015-10-19
京城81号Ⅱ,0,3,2015-10-18
京城81号Ⅱ,1,1,2015-10-16
京城81号Ⅱ,0,1,2015-10-15
京城81号Ⅱ,0,1,2016-04-23
京城81号Ⅱ,0,1,2015-04-01
京城81号Ⅱ,0,0,2015-04-06
京城81号Ⅱ,0,0,2015-02-23
京城81号Ⅱ,1,0,2015-03-31
京城81号Ⅱ,0,1,2015-04-10
京城81号Ⅱ,0,1,2016-01-29
京城81号Ⅱ,1,0,2016-02-24
京城81号Ⅱ,0,0,2016-03-24
京城81号Ⅱ,0,2,2016-03-15
京城81号Ⅱ,0,3,2016-03-20
京城81号Ⅱ,0,1,2016-04-20
京城81号Ⅱ,0,1,2016-03-19
京城81号Ⅱ,0,1,2016-01-26
京城81号Ⅱ,0,1,2016-03-14
京城81号Ⅱ,0,2,2016-03-10
京城81号Ⅱ,0,1,2016-01-25
京城81号Ⅱ,0,1,2014-12-20
京城81号Ⅱ,0,1,2015-10-08
京城81号Ⅱ,0,1,2016-04-22
京城81号Ⅱ,0,3,2016-04-14
京城81号Ⅱ,0,1,2016-03-26
京城81号Ⅱ,1,1,2016-03-28
京城81号Ⅱ,0,1,2016-03-05
京城81号Ⅱ,0,0,2016-02-23
京城81号Ⅱ,0,0,2016-02-06
京城81号Ⅱ,0,0,2015-12-07
京城81号Ⅱ,0,0,2015-10-02
京城81号Ⅱ,0,1,2016-01-03
京城81号Ⅱ,0,0,2015-12-26
京城81号Ⅱ,0,0,2016-03-09
京城81号Ⅱ,0,1,2016-02-08
京城81号Ⅱ,0,0,2015-08-21
京城81号Ⅱ,0,1,2016-03-29
京城81号Ⅱ,1,0,2016-02-10
京城81号Ⅱ,0,0,2015-10-11
京城81号Ⅱ,0,1,2015-07-23
京城81号Ⅱ,0,0,2016-04-15
京城81号Ⅱ,0,1,2016-03-23
京城81号Ⅱ,0,1,2015-10-26
京城81号Ⅱ,24,85,2016-09-03
京城81号Ⅱ,3,11,2016-09-02
京城81号Ⅱ,1,4,2016-09-01
京城81号Ⅱ,3,34,2016-09-04
京城81号Ⅱ,0,19,2016-09-05
京城81号Ⅱ,9,16,2016-09-10
京城81号Ⅱ,1,3,2016-09-07
京城81号Ⅱ,3,7,2016-09-11
京城81号Ⅱ,1,16,2016-09-08
京城81号Ⅱ,1,4,2016-09-06
京城81号Ⅱ,2,18,2016-09-14
京城81号Ⅱ,8,14,2016-09-16
京城81号Ⅱ,5,12,2016-09-15
京城81号Ⅱ,5,5,2016-09-17
京城81号Ⅱ,5,23,2016-09-18
京城81号Ⅱ,2,5,2016-09-19
京城81号Ⅱ,2,20,2016-09-23
京城81号Ⅱ,3,9,2016-09-22
京城81号Ⅱ,7,16,2016-09-20
京城81号Ⅱ,2,28,2016-09-24
京城81号Ⅱ,6,17,2016-09-25
京城81号Ⅱ,1,26,2016-09-26
京城81号Ⅱ,8,32,2016-09-27
京城81号Ⅱ,10,37,2016-09-28
京城81号Ⅱ,5,22,2016-09-29
京城81号Ⅱ,5,15,2016-09-30
京城81号Ⅱ,4,34,2016-10-01
京城81号Ⅱ,7,17,2016-10-02
京城81号Ⅱ,2,5,2016-10-04
京城81号Ⅱ,5,15,2016-10-06
京城81号Ⅱ,4,15,2016-10-05
京城81号Ⅱ,9,18,2016-10-08
京城81号Ⅱ,1,12,2016-10-12
京城81号Ⅱ,15,27,2016-10-23
京城81号Ⅱ,4,6,2016-10-17
京城81号Ⅱ,4,25,2016-10-16
京城81号Ⅱ,2,9,2016-10-25
京城81号Ⅱ,17,32,2016-10-22
京城81号Ⅱ,3,10,2016-10-18
京城81号Ⅱ,6,12,2016-10-15
京城81号Ⅱ,3,7,2016-10-13
京城81号Ⅱ,2,6,2016-10-14
京城81号Ⅱ,1,3,2016-06-04
京城81号Ⅱ,2,4,2016-06-16
京城81号Ⅱ,1,5,2016-06-17
京城81号Ⅱ,0,2,2016-06-18
京城81号Ⅱ,3,17,2016-09-21
京城81号Ⅱ,3,15,2016-10-03
京城81号Ⅱ,2,21,2016-10-19
京城81号Ⅱ,1,14,2016-09-09
京城81号Ⅱ,6,14,2016-10-21
京城81号Ⅱ,7,9,2016-10-20
京城81号Ⅱ,0,9,2016-09-12
京城81号Ⅱ,0,3,2016-08-31
京城81号Ⅱ,0,3,2016-10-10
京城81号Ⅱ,0,2,2016-07-18
京城81号Ⅱ,1,4,2016-06-30
京城81号Ⅱ,1,2,2016-07-03
京城81号Ⅱ,0,1,2016-07-30
京城81号Ⅱ,1,0,2016-08-17
京城81号Ⅱ,0,3,2016-07-20
京城81号Ⅱ,1,1,2016-07-21
京城81号Ⅱ,0,2,2016-07-26
京城81号Ⅱ,0,6,2016-08-22
京城81号Ⅱ,0,3,2016-08-25
京城81号Ⅱ,4,3,2016-10-24
京城81号Ⅱ,0,11,2016-10-28
京城81号Ⅱ,3,10,2016-10-11
京城81号Ⅱ,2,13,2016-10-26
京城81号Ⅱ,7,19,2016-10-07
京城81号Ⅱ,2,8,2016-10-27
京城81号Ⅱ,0,0,2016-05-04
京城81号Ⅱ,0,2,2016-08-29
京城81号Ⅱ,0,2,2016-08-08
京城81号Ⅱ,1,2,2016-08-18
京城81号Ⅱ,0,0,2016-07-07
京城81号Ⅱ,1,4,2016-10-09
京城81号Ⅱ,0,2,2016-08-24
京城81号Ⅱ,0,1,2016-07-02
京城81号Ⅱ,0,1,2016-04-30
京城81号Ⅱ,0,2,2016-08-06
京城81号Ⅱ,0,0,2016-06-05
京城81号Ⅱ,1,2,2016-08-05
京城81号Ⅱ,3,8,2016-09-13
京城81号Ⅱ,2,1,2016-06-25
京城81号Ⅱ,0,1,2016-06-11
京城81号Ⅱ,0,4,2016-08-03
京城81号Ⅱ,2,1,2016-07-31
京城81号Ⅱ,1,1,2016-08-01
京城81号Ⅱ,0,5,2016-07-08
京城81号Ⅱ,0,2,2016-08-26
京城81号Ⅱ,1,0,2016-07-24
京城81号Ⅱ,0,1,2016-08-16
京城81号Ⅱ,0,1,2016-07-12
京城81号Ⅱ,1,2,2016-07-10
京城81号Ⅱ,1,4,2016-08-10
京城81号Ⅱ,1,4,2016-07-23
京城81号Ⅱ,1,0,2016-07-28
京城81号Ⅱ,1,1,2016-08-07
京城81号Ⅱ,0,1,2016-06-14
京城81号Ⅱ,0,2,2016-07-16
京城81号Ⅱ,7,12,2016-10-31
京城81号Ⅱ,0,0,2016-08-21
京城81号Ⅱ,0,0,2016-07-04
京城81号Ⅱ,0,0,2016-05-06
京城81号Ⅱ,0,1,2016-08-15
京城81号Ⅱ,0,1,2016-07-11
京城81号Ⅱ,0,1,2016-07-19
京城81号Ⅱ,0,0,2016-08-09
京城81号Ⅱ,0,1,2016-08-14
京城81号Ⅱ,0,1,2016-07-06
京城81号Ⅱ,0,1,2016-06-19
京城81号Ⅱ,0,1,2016-08-23
京城81号Ⅱ,0,2,2016-08-13
京城81号Ⅱ,0,1,2016-07-01
京城81号Ⅱ,0,1,2016-08-19
京城81号Ⅱ,2,2,2016-06-24
京城81号Ⅱ,0,1,2016-05-26
京城81号Ⅱ,0,1,2016-05-27
京城81号Ⅱ,0,3,2016-06-21
京城81号Ⅱ,1,2,2016-07-09
京城81号Ⅱ,2,4,2016-06-23
京城81号Ⅱ,0,1,2016-05-25
京城81号Ⅱ,0,3,2016-07-29
京城81号Ⅱ,0,1,2016-05-30
京城81号Ⅱ,0,1,2016-04-26
京城81号Ⅱ,1,4,2016-10-30
京城81号Ⅱ,1,8,2016-10-29
京城81号Ⅱ,6,13,2016-11-01
京城81号Ⅱ,12,27,2016-11-02
京城81号Ⅱ,0,1,2016-07-15
京城81号Ⅱ,0,1,2016-06-26
京城81号Ⅱ,0,1,2016-04-27
京城81号Ⅱ,0,1,2016-05-12
京城81号Ⅱ,7,24,2016-11-03
京城81号Ⅱ,0,1,2016-05-20
京城81号Ⅱ,0,1,2016-06-02
京城81号Ⅱ,0,1,2016-05-14
京城81号Ⅱ,0,1,2016-05-29
京城81号Ⅱ,0,1,2016-05-19
京城81号Ⅱ,0,1,2016-05-13
京城81号Ⅱ,1,2,2016-08-27
京城81号Ⅱ,0,1,2016-05-15
京城81号Ⅱ,5,10,2016-11-04
京城81号Ⅱ,0,1,2016-07-27
京城81号Ⅱ,0,4,2016-08-28
京城81号Ⅱ,0,2,2016-08-30
京城81号Ⅱ,0,2,2016-07-05
京城81号Ⅱ,8,22,2016-11-05
京城81号Ⅱ,0,1,2016-07-17
京城81号Ⅱ,0,0,2016-05-17
京城81号Ⅱ,0,3,2016-05-05
京城81号Ⅱ,0,1,2016-06-29
京城81号Ⅱ,1,0,2016-06-28
京城81号Ⅱ,0,1,2016-07-25
京城81号Ⅱ,1,0,2016-08-11
京城81号Ⅱ,2,13,2016-11-06
京城81号Ⅱ,0,0,2016-06-27
京城81号Ⅱ,2,4,2016-06-22
京城81号Ⅱ,1,2,2016-08-20
京城81号Ⅱ,0,0,2016-05-18
京城81号Ⅱ,2,0,2016-11-07
京城81号Ⅱ,0,1,2016-04-25
京城81号Ⅱ,1,3,2016-11-08
京城81号Ⅱ,0,1,2016-06-12
京城81号Ⅱ,0,0,2016-05-22
京城81号Ⅱ,0,0,2016-05-07
京城81号Ⅱ,0,1,2016-05-10
京城81号Ⅱ,0,2,2016-11-09
京城81号Ⅱ,0,1,2016-05-16
京城81号Ⅱ,0,1,2016-05-11
京城81号Ⅱ,0,1,2016-06-06
京城81号Ⅱ,0,1,2016-04-28
京城81号Ⅱ,0,2,2016-11-20
京城81号Ⅱ,1,0,2016-11-19
京城81号Ⅱ,0,0,2016-11-18
京城81号Ⅱ,0,0,2016-11-14
京城81号Ⅱ,0,1,2016-11-12
京城81号Ⅱ,0,1,2016-11-11
京城81号Ⅱ,0,0,2016-11-24
京城81号Ⅱ,1,2,2017-02-24
京城81号Ⅱ,4,14,2017-06-15
京城81号Ⅱ,2,10,2017-07-04
京城81号Ⅱ,1,11,2017-07-05
京城81号Ⅱ,148,164,2017-07-06
京城81号Ⅱ,206,253,2017-07-07
京城81号Ⅱ,29,33,2017-07-17
京城81号Ⅱ,94,93,2017-07-10
京城81号Ⅱ,1,2,2017-07-01
京城81号Ⅱ,146,187,2017-07-08
京城81号Ⅱ,45,66,2017-07-13
京城81号Ⅱ,1,28,2017-06-21
京城81号Ⅱ,23,19,2017-07-18
京城81号Ⅱ,2,0,2017-06-29
京城81号Ⅱ,0,1,2017-05-31
京城81号Ⅱ,2,8,2017-07-03
京城81号Ⅱ,1,1,2017-03-07
京城81号Ⅱ,28,38,2017-07-15
京城81号Ⅱ,36,37,2017-07-14
京城81号Ⅱ,1,0,2017-02-02
京城81号Ⅱ,127,172,2017-07-09
京城81号Ⅱ,3,5,2017-07-02
京城81号Ⅱ,59,74,2017-07-11
京城81号Ⅱ,68,85,2017-07-12
京城81号Ⅱ,0,4,2017-06-14
京城81号Ⅱ,0,6,2017-06-22
京城81号Ⅱ,24,34,2017-07-16
京城81号Ⅱ,11,5,2017-07-29
京城81号Ⅱ,18,13,2017-07-21
